ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
3453007867,Friedhof der Kuscheltiere. Roman.,Stephen King,1988,Heyne
440407524,Shiloh (Yearling Newbery),Phyllis Reynolds Naylor,1992,Yearling Books
014200023X,A Heart of Stone,Renate Dorrestein,2002,Penguin Books
399141928,Naked Came the Manatee: A Novel,Carl Hiaasen,1996,Putnam Pub Group
451518640,The Wonderful Wizard of Oz (Signet Classics (Paperback)),L. Frank Baum,1984,Signet Classics
038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,1975,Avon
345331354,Cosmos,Carl Sagan,1993,Ballantine Books
842332359,Glorious Appearing: The End of Days (Left Behind #12),Tim F. Lahaye,2004,Tyndale House Publishers
015626224X,Down and Out in Paris and London,George Orwell,1972,Harvest Books
451202244,Above the Law: A Novel,J. F. Freedman,2001,Signet Book
804119708,Over the Edge,Suzanne Brockmann,2001,Ivy Books
185326086X,Dracula (Wordsworth Classics),B. Stoker,1997,NTC/Contemporary Publishing Company
671019546,The Deadhouse,Linda Fairstein,2002,Pocket
804108587,The Face of a Stranger (William Monk Novels (Paperback)),Anne Perry,1997,Fawcett Books
140186409,The Grapes of Wrath (20th Century Classics),John Steinbeck,1992,Penguin Books
451167538,Different Seasons (Signet),Stephen King,2004,Signet Book
451131517,On Wings of Eagles,Ken Follett,1984,New Amer Library
553249754,Brain Child,John Saul,1985,Bantam Doubleday Dell
61040347,A Woman Betrayed,Barbara Delinsky,1994,HarperTorch
440495962,The Witch of Blackbird Pond (Yearling Newbery),ELIZABETH GEORGE SPEARE,1987,Yearling
140288503,Black Hawk Down: A Story of Modern War,Mark Bowden,2000,Penguin Books
446675776,Kiss My Tiara : How to Rule the World as a SmartMouth Goddess,Susan Jane Gilman,2001,Warner Books
618260250,The Lord of the Rings,J. R. R. Tolkien,2002,Houghton Mifflin Company
684844818,INTRUSIONS,Ursula Hegi,1997,Touchstone
034536743X,The 158-Pound Marriage,John Irving,1994,Ballantine Books
61093327,Low Country,Anne Rivers Siddons,1999,HarperTorch
515131210,Shattered,Dick Francis,2001,Jove Books
836213122,There's Treasure Everywhere--A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing
451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002,Signet Book
439324599,Cut,Patricia McCormick,2002,Push
312255012,A Prayer for the Dying,Stewart O'Nan,2000,Picador
449210820,Woman on the Edge of Time,Marge Piercy,1990,Fawcett Books
590457217,Searching for Dragons (Peanut Butter and Jelly),Patricia C. Wrede,1992,Point Fantasy
140013997,My Family and Other Animals.,Gerald Malcolm Durrell,1977,Penguin Books
61099252,Family Pictures,Sue Miller,1991,HarperTorch
385260083,The Robber Bride,Margaret Atwood,1993,Doubleday Books
375724400,When We Were Orphans (Vintage International (Paperback)),Kazuo Ishiguro,2001,Vintage Books USA
3499227304,Ausweitung der Kampfzone.,Michel Houellebecq,2000,Rowohlt Tb.
3492238696,Balzac und die kleine chinesische Schneiderin.,Dai Sijie,2003,Piper
684859718,Deadly Decisions,Kathy Reichs,2000,Scribner
3499226375,Mondscheintarif,Ildiko Von Kurthy,2001,Rowohlt Taschenbuch Verlag GmbH
811214982,The Red Notebook: True Stories,Paul Auster,2002,New Directions Publishing Corporation
61020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch
038547802X,Rants,DENNIS MILLER,1997,Main Street Books
380792494,Devil's Claw,J.A. Jance,2001,Avon
1551668769,With A Southern Touch,Diana Palmer,2002,Mira
786861363,Knee Deep in Paradise,Brett Butler,1996,Hyperion Books
440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1977,Yearling Books
141301120,Charlie and the Great Glass Elevator (Puffin Novels),Roald Dahl,1998,Puffin Books
375401156,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1997,Knopf
61020397,Carpe Jugulum (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch
425146812,Second Nature,Alice Hoffman,1995,Berkley Publishing Group
451125509,The Other Woman,Joy Fielding,1993,Signet Book
553560271,Shadows,John Saul,1993,Bantam Books
865471185,West With the Night,Beryl Markham,1983,North Point Press
60172916,High Tide in Tucson: Essays from Now or Never,Barbara Kingsolver,1995,HarperCollins Publishers
425152499,Practical Magic,Alice Hoffman,1996,Berkley Publishing Group
553344862,The River Why,David James Duncan,1988,Bantam
060961097X,The Clan of the Cave Bear,JEAN M. AUEL,2001,Crown Publishing Group
380715929,Mother Earth Father Sky,Sue Harrison,1991,Avon
312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),Steve Hamilton,2000,St. Martin's Minotaur
446613444,The Black Ice,Michael Connelly,2003,Warner Vision
446530891,Split Second,David Baldacci,2003,Warner Books
61091316,Lost Boys,Orson Scott Card,1993,HarperTorch
3462028189,Crazy,Benjamin Lebert,2000,Kiepenheuer & Witsch GmbH & Co. KG
553268929,The Great Santini,Pat Conroy,1987,Bantam Books
440201969,Bluebeard,Kurt Vonnegut,1988,Dell Publishing Company
394823370,The Lorax,Dr. Seuss,1971,Random House Children's Books
717283208,Prince and the Pauper Walt Disney,Disney,1993,Stoddart+publishing
684842696,UNDERWORLD,Don DeLillo,1997,Scribner
1881273156,The Five Love Languages: Five Love Languages,Gary Chapman,2005,Moody Publishers
517064871,Dean R. Koontz: Three Complete Novels : The Servants of Twilight; Darkfall; Phantoms,DEAN KOONTZ,1991,Wings
316154059,City of Bones,Michael Connelly,2002,Warner Books
671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993,Simon & Schuster
802140122,Twelve,Nick McDonell,2003,Grove Press
140062718,The Rebel Angels,Robertson Davies,1983,Penguin Books
451521951,The Count of Monte Cristo,Alexandre Dumas,1995,Signet Book
375405445,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2000,Knopf
3257229909,Venezianische Scharade. Commissario Brunettis dritter Fall.,Donna Leon,1997,Diogenes Verlag
60519134,Savannah Blues,Mary Kay Andrews,2003,Perennial
373250452,Lost & Found (Red Dress Ink),Jane Sigaloff,2004,Red Dress Ink
375725466,The Buffalo Soldier : A Novel,CHRIS BOHJALIAN,2003,Vintage
452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,Plume Books
743406184,If Only It Were True,Marc Levy,2001,Pocket
553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992,Random House
440242002,Bleachers,JOHN GRISHAM,2004,Dell
312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000,St. Martin's Paperbacks
786890444,The Sunday Wife,Cassandra King,2003,Hyperion
394585852,Personal History,Katharine Graham,1997,Alfred A. Knopf
836220625,Far Side Gallery,Gary Larson,1984,Andrews McMeel Publishing
743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket
440158532,Mother Night,Kurt Vonnegut,1995,Dell Publishing Company
042515999X,The Solitaire Mystery,Jostein Gaarder,1997,Berkley Publishing Group
60932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,Perennial
3423117370,Fool on the Hill. Roman.,Matt Ruff,1993,Dtv
1575668807,Maggie Needs an Alibi,Kasey Michaels,2003,Kensington Publishing Corporation
2253010219,Le Crime de l'Orient-Express,Agatha Christie,2001,LGF
671695886,Desert Solitaire,Edward Abbey,1990,Touchstone
743225805,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002,Free Press
051513175X,The Descent,Jeff Long,2001,Jove Books
140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books
440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000,Laurel-Leaf Books
767906632,Life Makeovers,CHERYL RICHARDSON,2000,Broadway Books
394800184,Are You My Mother?,Philip D. Eastman,1960,Random House Children's Books
385333846,Slaughterhouse-Five,KURT VONNEGUT,1999,Delta
449211991,Banker,Dick Francis,1989,Fawcett Books
446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books
515133310,Echo Burning (Jack Reacher Novels (Paperback)),Lee Child,2002,Jove Books
152567089,The Napping House,Audrey Wood,1984,Harcourt Children's Books
743225708,Bringing Down the House : The Inside Story of Six MIT Students Who Took Vegas for Millions,Ben Mezrich,2002,Free Press
140186522,Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics),Joseph Conrad,1995,Penguin Books
380978857,The Golden One,Elizabeth Peters,2002,William Morrow & Company
553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam
765300133,The Wooden Sea : A Novel,Jonathan Carroll,2002,Tor Books
067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,1990,Pocket
61059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,HarperTorch
399140093,Mind Prey,John Sandford,1995,Putnam Pub Group
055380247X,Fatal Tide,IRIS JOHANSEN,2003,Bantam
786867345,Carter Beats the Devil,Glen Gold,2001,Hyperion Press
451197038,Manner of Death,Stephen White,2000,Signet Book
451202538,Hangman,Michael Slade,2001,Signet Book
399150560,Blindside: An FBI Thriller,Catherine Coulter,2003,G. P. Putnam's Sons
140262032,Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,1998,Penguin Books
399147381,Hemlock Bay,Catherine Coulter,2001,Penguin Putnam
679445315,Quite a Year for Plums,Bailey White,1998,Random House Inc
60193611,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,2001,HarperCollins
375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003,Random House Trade Paperbacks
1551668866,Twilight Hunger,Maggie Shayne,2002,Mira Books
440235804,Her Father's House,BELVA PLAIN,2003,Dell
084395048X,Lair of the Lion,Christine Feehan,2002,Leisure Books
446608122,The Edge of Town,Dorothy Garlock,2002,Warner Books
446516317,The Witness,Sandra Brown,1995,Replica Books
802139868,The Sexual Life of Catherine M.,Catherine Millet,2003,Grove Press
440931800,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),E. L. Konigsburg,1973,Laure Leaf
380724979,Sanctuary (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1995,Avon
894716905,Five Minute Mysteries: 37 Challenging Cases of Murder and Mayhem for You to Solve,Ken Weber,1989,Running Press Book Publishers
449909735,Dave Barry Is Not Making This Up,Dave Barry,1995,Ballantine Books
786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir,2002,Miramax
385333927,Pagan Babies,Elmore Leonard,2000,Delacorte Press
425144062,Witches' Bane,Susan Wittig Albert,1994,Berkley Publishing Group
446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002,Warner Vision
671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001,Washington Square Press
452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993,Plume Books
399134204,Joy Luck Club,Amy Tan,1989,Putnam Publishing Group
1583224912,Sent by Earth: A Message from the Grandmother Spirit After the Bombing of the World Trade Center and the Pentagon,Alice Walker,2001,Seven Stories Press
684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000,Simon & Schuster
1896860982,Falling Backwards,James Eke,2002,Ekstasis Editions
449002411,The Presence,John Saul,1998,Ballantine Books
949206318,My Place,Sally Morgan,2000,Intl Specialized Book Service Inc
553561669,Ishmael,Daniel Quinn,1993,Bantam Books
671014161,High Tide,Jude Deveraux,1999,Atria
61031445,Flight Lessons,Patricia Gaffney,2003,HarperTorch
60508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,2002,Avon Books
553109200,The Years of Rice and Salt,KIM STANLEY ROBINSON,2002,Bantam
440217490,A Dangerous Fortune,Ken Follett,1994,Island
140622179,The Dubliners (Penguin Popular Classics),James Joyce,1996,Penguin Books Ltd
684804522,GARDEN OF EDEN,Ernest Hemingway,1995,Scribner
743422910,The Constant Gardener,John le Carre,2001,Pocket
804119724,Into the Night,Suzanne Brockmann,2002,Ballantine Books
375700269,Evening,SUSAN MINOT,1999,Vintage
679753338,Nobody's Fool (Vintage Contemporaries),Richard Russo,1994,Vintage Books USA
679428895,Pompeii: A Novel,ROBERT HARRIS,2003,Random House
836204255,The Far Side Gallery 5,Gary Larson,1995,Andrews McMeel Publishing
1551668726,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002,Mira
451160444,Christine,Stephen King,2004,Signet Book
345386825,A Calculated Risk,Katherine Neville,1994,Ballantine Books
751503894,The Physician,Noah Gordon,2001,Warner Futura
671023209,Transfer of Power,Vince Flynn,2000,Pocket Star
440351626,The Magus,John Fowles,1985,Dell Publishing Company
553584049,The Perfect Summer,Luanne Rice,2003,Bantam Books
425097609,Whispers,Dean R. Koontz,1997,Berkley Publishing Group
688178057,Culture Jam : How to Reverse America's Suicidal Consumer Binge--and Why We Must,Kalle Lasn,2000,Perennial Currents
3442452031,Soloalbum.,Benjamin von Stuckrad-Barre,2002,Goldmann
345424603,The Masterharper of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1999,Del Rey Books
446515051,Spencerville,Nelson Demille,1994,Replica Books
679760806,The Master and Margarita,Mikhail Bulgakov,1996,Vintage Books USA
1853260258,The Odyssey,Homer,1998,NTC/Contemporary Publishing Company
3442760003,Liebesleben,Zeruya Shalev,2002,Distribooks
743247612,The Funny Thing Is...,Ellen DeGeneres,2003,Simon & Schuster
670241334,Corduroy,Don Freeman,1968,Viking Juvenile
553290789,Genuine Lies,Nora Roberts,1999,Bantam
1551660598,Without A Trace,Nora Roberts,1996,Mira
399148639,Mortal Prey,John Sandford,2002,Putnam Publishing Group
051511605X,Undue Influence,Steven Paul Martini,1995,Jove Books
044023512X,City of Light,Lauren Belfer,2000,Island
446615145,The Lake House,James Patterson,2004,Warner Books
316107352,Tales Too Ticklish to Tell: Bloom County,Berke Breathed,1988,Little Brown & Co
449232921,The Grass Is Always Greener Over the Septic Tank,Erma Bombeck,1978,Fawcett Books
446516325,Fat Tuesday,Sandra Brown,1997,Warner Books Inc
767908198,Auntie Mame: An Irreverent Escapade,Patrick Dennis,2001,Broadway Books
758203330,Thoughts While Having Sex,Stephanie Lehmann,2003,STRAPLESS
312287364,Feeling Sorry for Celia : A Novel,Jaclyn Moriarty,2002,St. Martin's Griffin
425184056,Gunpowder Green,Laura Childs,2002,Berkley Publishing Group
2290302155,Debout les morts,Fred Vargas,2000,J'ai lu
140390464,The Adventures of Huckleberry Finn (Penguin Classics),Mark Twain,1986,Penguin Books
2253057843,Le Joueur d'Ã?Â©checs,Stefan Zweig,1991,LGF
751510114,Gridlock,Ben Elton,1992,Acacia Press
449208133,Lucifer's Hammer,Larry Niven,1983,Fawcett Books
439010772,The Ruby in the Smoke,Philip Pullman,1999,Scholastic Ltd
451210743,Hornet Flight,Ken Follett,2003,Signet Book
451213599,Four Past Midnight,Stephen King,2004,Signet Book
312952813,The Black Ice (Detective Harry Bosch Mysteries),Michael Connelly,1996,St. Martin's Press
399134409,Clear and Present Danger,Tom Clancy,1989,Putnam Publishing Group
670851086,Nightmares & Dreamscapes,Stephen King,1993,Viking Books
449200221,Walk West a Walk Across America (Walk West),Peter Jenkins,1982,Ballantine Books
64401707,Scary Stories to Tell in the Dark : Collected from American Folklore (Scary Stories),Alvin Schwartz,1986,HarperTrophy
345450663,Men in Black II: The Official Novelization,Robert Gordon,2002,Del Rey
345342569,Shoeless Joe,W. P. Kinsella,1989,Ballantine Books
2253150185,Le Livre du voyage,Bernard Werber,2001,Livre de poche
3442433495,Der Campus.,Dietrich Schwanitz,1996,Goldmann
765346435,The Last Jihad,Joel C. Rosenberg,2003,Forge Books
385335466,Sunset in St. Tropez,Danielle Steel,2002,Delacorte Press
61013420,Worst Fears Realized,Stuart Woods,2000,HarperTorch
553801279,A Traitor to Memory,Elizabeth George,2001,Bantam Books
380752867,And Eternity (Incarnations of Immortality (Paperback)),Piers Anthony,1991,Eos
345322231,Being a Green Mother (Incarnations of Immortality (Paperback)),Piers Anthony,1990,Del Rey Books
345322215,Wielding a Red Sword (Incarnations of Immortality (Paperback)),Piers Anthony,1987,Del Rey Books
425150984,Glory in Death,J. D. Robb,2004,Berkley Publishing Group
192833553,Pride and Prejudice (Oxford World's Classics),Jane Austen,1998,Oxford University Press
440940605,I Am the Cheese (Laurel-Leaf Library),ROBERT CORMIER,1991,Laurel Leaf
345360001,The Mummy or Ramses the Damned,Anne Rice,1989,Ballantine Books
440210690,Indemnity Only (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell
330347772,Come to Grief,Dick Francis,1996,Macmillan Pub Ltd
006019958X,Savannah Blues,Mary Kay Andrews,2002,HarperCollins
553213415,Madame Bovary (Bantam Classics),Gustave Flaubert,1982,Bantam
804119910,Shotgun Wedding,MAGGIE OSBORNE,2003,Ivy Books
380804387,The Present (Malory Novels (Paperback)),Johanna Lindsey,1999,Avon
067168972X,The Duchess,Jude Deveraux,1992,Pocket
743442660,My Big Old Texas Heartache,Geralyn Dawson,2003,Pocket Star
373484909,Secret Star,Nora Roberts,2001,Silhouette
553273906,Vixen 03,Clive Cussler,1984,Bantam Books
345450728,Distant Shores,Kristin Hannah,2003,Ballantine Books
671737848,Rebellious Desire,Julie Garwood,1991,Pocket
1551669390,Dark Water (Mira Romantic Suspense),Sharon Sala,2002,Mira
60513640,One Night of Scandal,Teresa Medeiros,2003,Avon Books
425175367,McNally's Dilemma (Archy McNally Novels (Paperback)),Vincent Lardo,2000,Berkley Publishing Group
671704656,Treasure (Clive Cussler),Clive Cussler,1989,Pocket
553575023,Charming the Prince,TERESA MEDEIROS,1999,Bantam
1853262102,Age of Innocence (Wordsworth Classics),Edith Wharton,1997,NTC/Contemporary Publishing Company
61007226,The Exorcist,William Peter Blatty,2000,HarperTorch
671795538,Perfect,Judith McNaught,1994,Pocket
380784505,Murder Makes Waves (Southern Sisters Mysteries (Paperback)),Anne George,1998,Avon
312962452,Medusa's Child,John J. Nance,1997,St. Martin's Press
671017063,The Cases That Haunt Us,John Douglas,2001,Pocket Books
486250334,Wizard of Oz Postcards in Full Color (Card Books),Ted Menten,1986,Dover Publications
688171478,Friendship Cake: A Novel,Lynne Hinton,2000,HarperSanFrancisco
393050939,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,W. W. Norton & Company
